user_name,user_location,user_description,user_verified,date,text,hashtags,source
DisneylandParis Help,Marne-la-Vallée  ,Posez vos questions du lundi au vendredi (9h-17h) | Ask us your questions Monday to Friday (9am-5pm CET). FR/EN,True,2021-08-17 09:02:11,"@Marnis1971 Hi there, 
Rest assured, this one is accepted, you'll be able to use it as your health pass, more information here: https://t.co/wXGAo25eI7
Have a great day.
Eliot °o°",,Alcmeon Account Management
DidsburyGirl,Manchester,Terrible person.,False,2021-08-17 09:01:12,"@_Barkle You can get a letter with this info on, it took less than a week for mine to arrive https://t.co/teGwYK6KsR",,Twitter Web App
Metro Science & Tech,"London, UK",Science & Technology news and reviews from Metro UK,True,2021-08-17 09:00:11,"£220 for a fake NHS Covid pass in both physical and digital form.

https://t.co/iGbXHUdWTb",,TweetDeck
Angel_74#5million🇪🇺 🇫🇷🇬🇧,,"European mother from t'North with 2 passports, desperately disappointed with the post-lockdown world.",False,2021-08-17 08:59:29,2 friends and I are going to a local restaurant Saturday When I booked I was warned that the 'Pass sanitaire' is required - of course. I asked my friends if they were vaccinated : the answer ''Pas de tout'' Am I a bad friend/person for finding this extremely irritating?,,Twitter Web App
Kugan Cassius 🍥,INSTAGRAM - @KUGANBENTLEGS,Co-founder of @IFLTV . Over 3/4 BILLION @youtube views. Team #MTK @MTKGLOBAL / TBE 👉 @rajinikanth / Arsenal Fanatic,False,2021-08-17 08:57:54,@Telegraph Only covid passport works..,,Twitter Web App
Andrew Cameron,"Harrogate, UK","Software developer, music lover, beer enthusiast @wotfest @harrogateradio",False,2021-08-17 08:57:49,"@ProfKarolSikora As a fully-vaxxed mask-wearer who cannot wait for his booster jab, I fully object to the idea of a vaccine passport for anything but the largest of gatherings.",,Twitter Web App
Yankees Nerd,,,False,2021-08-17 08:57:30,They want us to take vaccine forever and they want us to require the vaccine pass forever. This is all about control of your body.,,Twitter for iPhone
Sara Fregonese 🇬🇧 🇮🇹,Birmingham | Venice,Author of The Radicals' City & War and the City | Senior Lecturer in political geography @geogbham | PI of @AtmoCT | Views my own,False,2021-08-17 08:55:39,"Just had my NHS Covid pass accepted, scanning my QR code on the NHS app, to walk up there 😀. You need your 2nd dose QR code.

#greenpass 
#NHScovidpass https://t.co/1Vsh9jtpuM",,Twitter for Android
Stephen Thornton,"Brisbane, Queensland",Personal views from the sunshine state on politics/policy/economics. Principal @BG_Econ. Retweets not necessarily endorsement.,False,2021-08-17 08:55:10,@JeromeFahrer No point being classified as 'vaccinated' though if you have almost no protection due to it decreasing to a point where one is very vulnerable. They need to identify the booster regime and make that part of the vaccine passport. Is the fed govt. even talking booster shots?,,Twitter Web App
Boymusik27,,"YESHUA, CRYPTO, MUSIC",False,2021-08-17 08:52:01,@vivekagnihotri Hope they all have a covid vax and a covid passport! Why arnt they wearing masks???,,Twitter for iPhone
VGX is KING “Orm” #VGXHero #9,"Colorado, USA",Download Voyager and trade $100 to get $25 of free Bitcoin. Use code 28E932 or this link: https://t.co/H0ARFfgitj,False,2021-08-17 08:51:55,@denntiff @overwatch585 @NYCMayor I mean.. I’m all with this tweet and the ridiculousness of a vaccine passport.. but comments like this are why people can’t take you seriously. The saddest part is that this isn’t even a hyperbole… you truly believer this,,Twitter for iPhone
Jen ⚡,Nowhereland,"Autistic, epileptic. 

Enhanced rationality. Question everything, always.

I only represent myself, no one else's views nor any org.",False,2021-08-17 08:51:53,"@craniosurgeon @USMortality I've no intentions of enduring any more meddling so my covid pass will be rendered null around Xmas and I'll join the ranks of the Unclean.

Just wish I could get my hands on an actual infection. I need to lick someone...

I'm brimming with antiS abs, nil antiN ones 🤷‍♀️",,Twitter for Android
Andy McDee #FreeJulianAssange,,“This totalitarianism is being formed incrementally. It begins by silencing the demonized. It ends by silencing everyone.”-Chris Hedges,False,2021-08-17 08:48:51,@IndyforS Where do I get a vaccine passport. Why do I need it? Not needed here in NI for anything.,,Twitter Web App
Cagt,"Gainesville, FL",🇫🇷🇮🇷🇦🇲・Esports Consultant for Hire・The Community is my #1 Priority,False,2021-08-17 08:47:20,"I went through all the trouble of filling out all the forms beforehand, have my US COVID Card/FR COVID pass and successfully went through every security check.

But all of a sudden it changes at boarding and I'm denied entry.

Can I please get home peacefully for once in my life.",,Twitter for Android
Roy Grimm - American Christian Conservative 🏝,Republic of the Philippines,"LCCC Church Philippines 
Followed by @RudyGiuliani @RyanAFournier @charliekirk11 @RealMattCouch @atensnut @ChuckCallesto @codeofvets @MsAvaArmstrong @Annakhait",False,2021-08-17 08:46:38,@karthik_es There are maybe 20 females in the photo (&lt;1%) and I think everyone has the vaccine passport in their pocket.,,Twitter Web App
Dr Michael Loy,"Athens, Greece",Yorkshireman in Greece 🇪🇺 // Classical Archaeology // Digital Humanities // Assistant Director @BSAthens,False,2021-08-17 08:43:15,@BritishInEurope .@britishineurope Any advice from people in similar situation? Sent info of vax received in Greece to GP two months ago + they confirmed details are now on my medical record. But NHS App shows empty covid passport + the helpline can’t be rung from outside the UK!! @grantshapps,,Twitter for iPhone
Lee Maggs,,Love my family. Tottenham and fishing Kube Lakes is my dream & passion.,False,2021-08-17 08:41:56,"@darrensuperspur @SammyGoldberg @SpursOfficial They checked my covid pass but I was one of the first in the stadium bang on 2:30, they didn’t check my ID though and I didn’t have it with me anyway lol",,Twitter for iPhone
Nancy A. DiBenedetto,"Hamilton, Ontario","Artist,#ExNanny,#stayathomemom don't be blind to what's happening it does effect you.#kidtips #rebelnews #realtalk #artist #redpill tictok:innancyshead",False,2021-08-17 08:41:48,@CPHO_Canada I don't understand if the vaccine is making people suseptable to the delta variant why are they pushing for it if the vaccinated and unvaccinated are the same why a vaccine pass.this is so insane. #clownworld #DeSantisVariant #COVIDIOTS,,Twitter for Android
"Natural therapies, trust in nature.","Yorkshire, England","Reiki, Meditation, Holistic Therapies. Healing in person and via distant connection.  Freedom of choice. Follows etc may not mean agreement. #KBF #Reiki",False,2021-08-17 08:41:13,He has admitted as well that it is about a future vaccine passport. https://t.co/JTRPdw7i0G,,Twitter Web App
Rafe Smyth,"London, UK","mobility, landscapes, design, sustaibilty & infrastructure. Fond of ferments",False,2021-08-17 08:38:53,"@cubusaddendum @angus_f_h Get a printed version of your vaccination for countries that don't accept app version https://t.co/bXsQtWTwGs
And check https://t.co/IcdIhOsDJR",,Twitter Web App
Fuzzy ✝,,"A man of Faith, animal and nature lover, music aficionado, sports handicapper and scholar of the New World Order",False,2021-08-17 08:37:56,"@RicksterFern It's an important election. Bill C-10 and C-36 hanging in the air which will end the free and open internet in Canada, vaccine passport, endless lockdowns.

We gotta oust the tyrant first and foremost before we can move forward💡",,Twitter Web App
Paultheblue,,,False,2021-08-17 08:37:47,"@ManCityHelp Hi Emily, I would appreciate it if someone could answer my question’s from yesterday, 1, car parking what’s the procedure now city have changed things. 2, what do we need if anything to bring to the stadium on Saturday ie Covid pass letters.",,Twitter for iPhone
Talk_Spurs1882,,Talk about Spurs Match days & Papertalk,False,2021-08-17 08:36:29,@SammyGoldberg @SpursOfficial Got to the entrance and said what do you want the Covid pass or ticket and he said just do the ticket,,Twitter for iPhone
IndyforScotland4,,Once again lost my account. Don’t even know what I did this time. Long live the republic of Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿,False,2021-08-17 08:34:08,@mcdee_andy It’s called vaccine passport 😂,,Twitter for iPhone
Richard Richmond,"London, Ontario",Don't cross an ocean for a person that would not cross a puddle for you.,False,2021-08-17 08:31:45,@CP24 Maybe he would like to implement a vaccine passport system before we end up in a totally preventable 4th lockdown.,,Twitter for Android
Melissa,"London, England","Warm, down to earth, loves animals, especially cats, lizards and seahorses. A one mug/one plate girl who likes exploring the world’s natural & cultural wonders.",False,2021-08-17 08:31:02,"Australians, if you are against having a vaccine passport in Australia, please write immediately to Russell Broadbent, MP. It must be today, as there is some urgency to this. His email is Russell.Broadbent.MP@aph.gov.au",,Twitter Web App
Summa🌱,,"Generally optimistic, but mostly blackpilled.",False,2021-08-17 08:30:43,The vaccine passport is a good hill to die on.,,Twitter for Android
David Moore,"Torquay, Australia","Beef and Liberty
Quite deplorable.  Builder of factories.

“Time is an illusion. Lunchtime double so.”
— Douglas Adams",False,2021-08-17 08:29:28,"Just remember, the vaccine passport is specifically to exclude all those who chose not to get it from much of society. https://t.co/wpQDoZqXNI",,Twitter Web App
HML,Australia,"Journalist. RFS volunteer, Transport planning / design engineer. Supporter of rail heritage preservation. Political opinions totally independent and my own.",False,2021-08-17 08:27:45,"@Havenaar64 @Livy59 @arkmedic @burrosavic @RossCameron4 @GabsSydney26 @ellymelly @johnlufe @JohnRuddick2 That's why it is very important that we, as Australians. continue to insist that Federal laws and the Constitution are fully complied with as to avoid the vaccine passport nonsense even if that means the beginning of new political parties to rule out this type of stuff https://t.co/AB3wIdYNDB",,Twitter Web App
Stephen Kite,,Strive not to be just another brick in the wall.,False,2021-08-17 08:26:49,"If vaccines work why do we need a vaccine passport?
If vaccines don't work why do we need a vaccine passport?",,Twitter Web App
Casper Hoedemækers,"London, England",Researches and teaches work and organisation @uni_of_essex. Jazz musician. Cycles a lot.,False,2021-08-17 08:26:49,"@angus_f_h Took a Eurostar recently. Train travel has slightly more lenient durations for your test result, 48hrs usually. Antigen often enough, and easier. Border force will want to see vaccine passport, which is in your NHS app. Check country requirements carefully, of course.",,Twitter for iPhone
Dawn Wakefield,Peak District,mixed media artist living in the Peak District 💙,False,2021-08-17 08:26:37,"@HarrietSergeant @bluelisa17bell I’m visiting to my youngest sister in Switzerland who over the past 15 months has been treated for triple negative breast cancer, with lengthy chemo and radiotherapy. Switzerland will allow us entry with a Covid pass but to return to UK we need to pay for 2 tests each.",,Twitter for iPad
Thrill Nation,England,"Reporting Thrilling & Fun Updates!
Contact@thrillnation.net",False,2021-08-17 08:23:35,Proof of test or vaccination is now required to enter Europa Park and Rulantica… we contacted them and they confirmed that the English NHS vaccine passport (+14 days) is an accepted form of proof. https://t.co/b49pcdOxDz,,Twitter for iPhone
Marianne.,Near the sea,I am 66 unbelievably.,False,2021-08-17 08:22:45,@northwaleslive Do we really want places that demand a vaccine passport.,,Twitter for iPad
Maddashell,,,False,2021-08-17 08:16:56,Block the Highway to Queensland. What a great idea. True Aussie Patriot standing up to the vaccine passport crap. Go get them Truckies. https://t.co/BfBQ0SPZK3,,Twitter for iPhone
tito,"Manhattan, NY",Swing-Position Trader: I use both Webull & Robinhood. Not a Financial Advisor: Research +DD. Trading w Robinhood since 2014: https://t.co/WK0OoHyPpd,False,2021-08-17 08:16:38,@NYCMayorsOffice I will be boycotting everything that asks me for vaccine passport and also canceling my gym membership in your New Ghetto Crime Infested Sanctuary City.,,Twitter for iPhone
Ana Cristina De Lion,Paris & London,Fashion Thinking / Cool Studies / Education / Creativity,False,2021-08-17 08:15:18,Europe’s motley Covid passport protesters find unity in liberty https://t.co/6KXenHSWdS,,Twitter Web App
Limar,"Cape Town, South Africa","Tour operator | 💛 Africa travel | dont pet, play or walk with wildlife | live for the now .....",False,2021-08-17 08:14:52,@Paratus2014 Same cuntry that demands a vaccine passport to go shopping. Where is the logic  or Ubuntu ??? First world is messed up.,,Twitter for Android
Rob Bantin,"Malmo, Sweden","Audio-tech architect of Snowdrop @Ubisoft, guitarist, electronic music geek, neurodivergent, contributor of books. Norsified Celt. Opinions are mine. Han/Honom",False,2021-08-17 08:13:43,"@angus_f_h How do you prove you’re vaxxed though? The EU has a digital vaccine passport for its residents, but the UK is part of that agreement.",,Twitter for iPhone
